date,meanNIR,MODIS_weight_final,meanNIR_smooth_weighted,predicted_SLA_raw_WLS,predicted_SLA_smoothed_WLS
2025-07-24,0.4098,0.3353,0.431,3742.53,3716.21
2025-07-25,0.4368,0.2523,0.4184,3709.01,3731.85
2025-07-27,0.3484,0.1568,0.3817,3818.75,3777.41
2025-07-28,0.3828,0.4916,0.362,3776.04,3801.86
2025-07-29,0.3266,0.4325,0.3534,3845.81,3812.54
2025-07-30,0.3991,0.296,0.3497,3755.81,3817.13
2025-07-31,0.334,0.809,0.3498,3836.62,3817.01
2025-08-02,0.3352,0.5545,0.3368,3835.13,3833.15
2025-08-05,0.3173,0.7872,0.3274,3857.35,3844.82
2025-08-06,0.4244,0.1997,0.3246,3724.4,3848.29
2025-08-07,0.3002,0.5788,0.3246,3878.58,3848.29
2025-08-11,0.3092,0.1376,0.3304,3867.41,3841.09
2025-08-12,0.3425,0.4592,0.3178,3826.07,3856.73
2025-08-13,0.2907,0.4146,0.3178,3890.37,3856.73
2025-08-14,0.385,0.2527,0.3265,3773.31,3845.93
2025-08-15,0.288,0.5343,0.3172,3893.73,3857.48
2025-08-17,0.3524,0.6003,0.2972,3813.78,3882.31
2025-08-18,0.2588,0.3991,0.2881,3929.98,3893.6
2025-08-19,0.3443,0.3385,0.3021,3823.84,3876.22
2025-08-20,0.204,0.5463,0.2996,3998.0,3879.33
2025-08-22,0.3405,0.6901,0.2916,3828.55,3889.26
2025-08-23,0.2809,0.3535,0.2803,3902.54,3903.29
2025-08-27,0.1989,0.4012,0.2361,4004.33,3958.15
2025-08-28,0.2261,0.2235,0.2354,3970.57,3959.02
2025-08-29,0.2939,0.359,0.2435,3886.4,3948.97
2025-08-30,0.2305,0.6381,0.2435,3965.11,3948.97
2025-08-31,0.2254,0.1079,0.2521,3971.44,3938.29
2025-09-01,0.262,0.7475,0.2552,3926.0,3934.44
2025-09-05,0.3159,0.1138,0.3325,3859.09,3838.49
2025-09-06,0.3355,0.6288,0.3325,3834.76,3838.49
2025-09-13,0.776,0.2225,0.6811,3287.93,3405.74
2025-09-14,0.7029,0.4476,0.6811,3378.68,3405.74
2025-09-15,0.7031,0.1705,0.6811,3378.43,3405.74
2025-09-16,0.6011,0.433,0.6811,3505.05,3405.74
2025-09-21,0.8957,0.8306,0.8415,3139.34,3206.62
2025-09-22,0.8283,0.3499,0.8423,3223.01,3205.63
2025-09-23,0.8713,0.4351,0.8423,3169.63,3205.63
2025-09-24,0.759,0.6462,0.8423,3309.03,3205.63
2025-09-25,0.8548,0.1321,0.8139,3190.11,3240.88
2025-10-01,0.8226,0.7267,0.8061,3230.08,3250.57
2025-10-03,0.8549,0.2439,0.8012,3189.99,3256.65
2025-10-04,0.7552,0.4693,0.784,3313.75,3278.0
2025-10-05,0.8722,0.1175,0.7655,3168.51,3300.97
2025-10-06,0.768,0.4653,0.7655,3297.86,3300.97
2025-10-07,0.6202,0.2116,0.7482,3481.34,3322.44
2025-10-14,0.732,0.3884,0.7325,3342.55,3341.93
2025-10-16,0.7386,0.4756,0.7325,3334.36,3341.93
2025-10-17,0.7228,0.2839,0.7325,3353.97,3341.93
2025-10-21,0.7181,0.693,0.7116,3359.81,3367.88
2025-10-22,0.6849,0.1693,0.7116,3401.02,3367.88
2025-10-31,0.8409,0.7099,0.8409,3207.37,3207.37
