glims_ID,sensor,date,meanNIR,meanSensorZenith,clearPixelPercentage,totalPixelCount,clearPixelCount,SCAF
G042432E43372N,Terra,2000-05-21,0.5531201032118923,23.486583962944692,74.8792270531401,207,155,81.3347829404135
G042432E43372N,Terra,2000-05-24,0.4878143915396705,56.35976612627663,75.36231884057972,207,156,77.22378752886836
G042432E43372N,Terra,2000-06-13,0.4887503227863235,32.6275887992407,71.63461538461539,208,149,75.47237546315355
G042432E43372N,Terra,2000-06-15,0.6297216792731304,14.050168761152669,82.6086956521739,207,171,79.95537190082645
G042432E43372N,Terra,2000-07-04,0.44446338175215633,51.97904779984077,83.57487922705315,207,173,79.35072804558199
G042432E43372N,Terra,2000-07-15,0.37604493853774906,32.890374539656015,83.09178743961353,207,172,80.27733140742076
G042432E43372N,Terra,2000-07-16,0.4048543643774515,49.33426269030719,73.42995169082126,207,152,72.20637952440073
G042432E43372N,Terra,2000-07-17,0.38286633226245165,14.335364668362516,96.61835748792271,207,200,82.42296875000001
G042432E43372N,Terra,2000-07-26,0.3819919374065325,3.073300808686738,87.43961352657004,207,181,77.5870908674754
G042432E43372N,Terra,2000-07-29,0.29519567042344985,46.187829074756046,81.15942028985508,207,168,79.13210715713716
G042432E43372N,Terra,2000-07-30,0.3740244278526216,36.70727210600245,92.7536231884058,207,192,75.68715338448682
G042432E43372N,Terra,2000-07-31,0.33604034636087077,32.06940962071448,88.88888888888889,207,184,77.85113268608414
G042432E43372N,Terra,2000-08-20,0.39679128324349183,7.0279727780098105,73.42995169082126,207,152,72.07891156462587
G042432E43372N,Terra,2000-08-23,0.3532871096974701,40.6705918979461,77.29468599033817,207,160,70.75626519151787
G042432E43372N,Terra,2000-09-04,0.5290599197159183,58.85375412885836,85.5072463768116,207,177,72.6480506599527
G042432E43372N,Terra,2000-09-12,0.4006744959775129,4.505380234633066,78.26086956521739,207,162,81.30053939071641
G042432E43372N,Terra,2000-10-07,0.3793983567431144,7.572812938987815,70.04830917874396,207,145,84.29882943143814
G042432E43372N,Terra,2000-10-30,0.29453583845087167,3.030465279623364,77.29468599033817,207,160,78.29738882452544
G042432E43372N,Terra,2001-01-02,0.17220800806623615,3.359733940601575,97.60765550239235,209,204,70.62998102466788
G042432E43372N,Terra,2001-04-10,0.5726812187296066,18.37327461179241,71.01449275362319,207,147,72.81494174091841
G042432E43372N,Terra,2001-05-12,0.6915392422662494,17.990135160788164,82.1256038647343,207,170,74.66869417924238
G042432E43372N,Terra,2001-05-20,0.6613613774184237,52.09140343217296,79.22705314009661,207,164,74.39035296356198
G042432E43372N,Terra,2001-05-22,0.627424331058109,40.42588272143966,72.94685990338165,207,151,81.13674694218642
G042432E43372N,Terra,2001-06-07,0.6158554374131097,40.3782579065265,74.39613526570048,207,154,72.45931778469954
G042432E43372N,Terra,2001-06-13,0.5749687226923835,18.019433539618028,96.1352657004831,207,199,83.95844412368002
G042432E43372N,Terra,2001-06-14,0.5051273832773483,46.57267322221803,72.94685990338165,207,151,83.97918407657829
G042432E43372N,Terra,2001-07-04,0.5148334063782172,13.796163483807291,81.64251207729468,207,169,82.64614320304395
G042432E43372N,Terra,2001-07-22,0.4154890986484538,6.977568244808092,78.74396135265701,207,163,80.93671655397706
G042432E43372N,Terra,2001-07-25,0.4066445379349688,40.62732184213529,80.19323671497585,207,166,81.67963230266658
G042432E43372N,Terra,2001-07-27,0.37235125180766465,24.610317020387992,83.57487922705315,207,173,78.29415786674771
G042432E43372N,Terra,2001-07-29,0.35160022504189614,4.195316450890318,79.22705314009661,207,164,73.32429862101758
G042432E43372N,Terra,2001-07-30,0.3492544874359415,56.81213523672136,99.51690821256038,207,206,75.40249183316874
G042432E43372N,Terra,2001-08-04,0.4183905069786536,49.07459034131907,73.42995169082126,207,152,66.71446668355713
G042432E43372N,Terra,2001-08-05,0.3680709019967869,15.003278788108894,82.1256038647343,207,170,78.46220466459012
G042432E43372N,Terra,2001-08-06,0.4273151663425123,58.844984243896924,92.27053140096618,207,191,69.18400060776419
G042432E43372N,Terra,2001-08-12,0.3472511519664884,24.850756292949633,98.06763285024155,207,203,78.90085846691484
G042432E43372N,Terra,2001-08-13,0.378711298247458,54.311558145715495,71.49758454106279,207,148,68.56180202081595
G042432E43372N,Terra,2001-08-14,0.33337056772908374,4.461740574813015,83.09178743961353,207,172,68.38754764930114
G042432E43372N,Terra,2001-08-17,0.38055381998618837,47.07854626219673,73.42995169082126,207,152,61.99316265289065
G042432E43372N,Terra,2001-08-18,0.385661281739052,35.46385341129129,84.05797101449275,207,174,72.00402794903411
G042432E43372N,Terra,2001-09-10,0.5325726876906428,27.597578685599277,76.81159420289855,207,159,74.51146666666666
G042432E43372N,Terra,2001-09-15,0.3975481033709054,3.4200383461786763,72.46376811594203,207,150,79.86051811896985
G042432E43372N,Terra,2001-09-17,0.4896686689803003,18.066293329283592,75.84541062801932,207,157,74.03537923358245
G042432E43372N,Terra,2001-09-25,0.36674543976515783,52.01545806598594,85.5072463768116,207,177,72.97796854820331
G042432E43372N,Terra,2001-12-04,0.34670211174777393,3.949458772179523,70.33492822966507,209,147,62.04436926051229
G042432E43372N,Terra,2001-12-18,0.26739239813279814,23.478465509061557,86.60287081339713,209,181,47.37239333391499
G042432E43372N,Terra,2002-02-20,0.3232181100424505,23.799584266676817,92.27053140096618,207,191,79.0543189242574
G042432E43372N,Terra,2002-02-25,0.3798917774406708,46.527093093891246,72.94685990338165,207,151,60.30104596993936
G042432E43372N,Terra,2002-04-02,0.5246534895460857,13.724049508333668,90.33816425120773,207,187,73.96369819677317
G042432E43372N,Terra,2002-04-08,0.6593007956302689,43.855666881810215,75.24271844660194,206,155,69.49264839353783
G042432E43372N,Terra,2002-04-29,0.6537903130521928,18.385405102699412,71.49758454106279,207,148,74.71991392153618
G042432E43372N,Terra,2002-05-01,0.6768800254651282,36.41095998329471,72.94685990338165,207,151,74.76807205528382
G042432E43372N,Terra,2002-05-04,0.6552925596038969,13.729639507954003,70.53140096618358,207,146,75.89267100977199
G042432E43372N,Terra,2002-05-09,0.6725244340784721,39.80807054178211,93.23671497584542,207,193,72.42892957532479
G042432E43372N,Terra,2002-05-13,0.6836870137777078,3.149733095409854,84.54106280193237,207,175,78.44190127412833
G042432E43372N,Terra,2002-05-14,0.635054018755458,56.3824951592696,100.0,207,207,75.389500873661
G042432E43372N,Terra,2002-05-18,0.6211160686316392,32.6530619993167,80.19323671497585,207,166,83.2609230264776
G042432E43372N,Terra,2002-05-20,0.6656368493332743,14.122630889555413,85.5072463768116,207,177,77.94269429253643
G042432E43372N,Terra,2002-05-25,0.689141712828279,40.26025342647787,94.68599033816425,207,196,71.32826863177087
