glims_ID,sensor,date,meanNIR,meanSensorZenith,clearPixelPercentage,totalPixelCount,clearPixelCount,SCAF
G044443E42706N,Terra,2000-05-20,0.8348999169051793,33.38380155102458,71.1864406779661,59,42,74.38672768878718
G044443E42706N,Terra,2000-05-22,0.7658103594211921,47.59054748086897,82.31292517006803,147,121,85.1425025853154
G044443E42706N,Terra,2000-06-07,0.7230797045454549,47.23989728313901,90.47619047619048,147,133,84.72341675478793
G044443E42706N,Terra,2000-06-12,0.814824793541802,23.718495968363207,96.47058823529412,85,82,70.46230084054696
G044443E42706N,Terra,2000-06-15,0.7866917529695228,28.277881464742457,79.27927927927928,111,88,79.25942599887452
G044443E42706N,Terra,2000-06-16,0.6967418272937549,52.8337003749165,93.87755102040816,147,138,83.31185758185862
G044443E42706N,Terra,2000-06-22,0.7630117393921155,36.42510425761388,84.35374149659864,147,124,85.63788611834758
G044443E42706N,Terra,2000-06-23,0.6902627317549177,47.19546479379586,100.0,147,147,87.00710534445471
G044443E42706N,Terra,2000-06-25,0.6669342857991506,57.53218966668392,87.75510204081633,147,129,79.83061687641839
G044443E42706N,Terra,2000-06-26,0.6568652039129236,2.540695393148789,75.51020408163265,147,111,87.47296879826995
G044443E42706N,Terra,2000-06-28,0.6275273237030711,23.55945303271536,70.06802721088435,147,103,86.79154175588863
G044443E42706N,Terra,2000-07-09,0.5350151684237596,46.95147629808441,100.0,147,147,79.97689768976898
G044443E42706N,Terra,2000-07-12,0.4753249367795329,2.245585999691851,78.91156462585033,147,116,73.03058387395735
G044443E42706N,Terra,2000-07-14,0.46722871859750587,23.3839666683786,85.03401360544217,147,125,76.72200726931642
G044443E42706N,Terra,2000-07-15,0.4337696600107932,43.68106363309538,71.42857142857143,147,105,76.52887844190731
G044443E42706N,Terra,2000-07-16,0.465905674709562,40.35755533870888,85.03401360544217,147,125,67.06040851803562
G044443E42706N,Terra,2000-07-18,0.4014253182061919,52.701126033588416,91.15646258503402,147,134,63.511863008046205
G044443E42706N,Terra,2000-07-21,0.33221859505602014,13.48398104873916,70.74829931972789,147,104,64.83956338173202
G044443E42706N,Terra,2000-07-26,0.28393137532505064,18.61173822607981,89.1156462585034,147,131,60.122208883553405
G044443E42706N,Terra,2000-07-28,0.2949149999999999,3.172463150326126,76.19047619047619,147,112,62.00615263777982
G044443E42706N,Terra,2000-07-29,0.25785675838764205,54.17478326742326,85.71428571428571,147,126,61.8029998818944
G044443E42706N,Terra,2000-07-30,0.26063931346924546,24.397388167017635,72.78911564625851,147,107,57.14098597359736
G044443E42706N,Terra,2000-08-01,0.3415274378364099,41.23036926711511,78.2312925170068,147,115,49.10487033523087
G044443E42706N,Terra,2000-08-19,0.24675891320128604,52.671513019362074,74.14965986394559,147,109,50.777118853471706
G044443E42706N,Terra,2000-08-29,0.8244792792792792,1.686342766165065,97.77777777777777,135,132,76.7641849449078
G044443E42706N,Terra,2000-09-11,0.36014776653544583,46.674976888706254,79.59183673469387,147,117,58.541567128523624
